HOT PICKS,Code Number,Hardcover/Paperback,Name of book,Author,Genre,Goodreads Link,Publisher,Year
,NB289CL,Paperback,A Zoo In My Luggage,Gerald Durrell,Classics,https://www.goodreads.com/book/show/48137.A_Zoo_in_My_Luggage?ac=1&from_search=true,,
,NB069CL,Paperback,Metamorphosis And Other Stories,Franz Kafka,Classics,https://www.goodreads.com/book/show/7723.The_Metamorphosis_and_Other_Stories?ac=1&from_search=true,,
,NB055CL,Paperback,Vanity Fair,William Thackeray,Classics,https://www.goodreads.com/book/show/5797.Vanity_Fair?ac=1&from_search=true,,
,NB292CL,Paperback,Wives And Daughters,Elizabeth Gaskell,Classics,https://www.goodreads.com/book/show/383206.Wives_and_Daughters?ac=1&from_search=true,,
,NB519CL,Paperback,"To Sir, With Love",E.R Braithwaite,Classics,https://www.goodreads.com/book/show/895163.To_Sir_With_Love?ac=1&from_search=true,,
,NB544CL,Paperback,The Portrait of an Artist as a Young Man,James Joyce,Classics,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man?ac=1&from_search=true,,
,NB567CL,Paperback,The Earth,Emile Zola,Classics,https://www.goodreads.com/book/show/28420.The_Earth?ac=1&from_search=true,,
,NB568CL,Paperback,Tess of the D'Urbervilles,Thomas Hardy,Classics,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles?ac=1&from_search=true#,,
,B214CL,Paperback,Beloved,Toni Morrison,Classics,https://www.goodreads.com/book/show/6149.Beloved,,
,Z573CL,Paperback,The Good Earth,Pearl S. Buck,Classics,https://www.goodreads.com/book/show/1078.The_Good_Earth?ac=1&from_search=true,,
,NB488CL,Paperback,The Last Poem,Rabindranath Tagore,Classics,https://www.goodreads.com/book/show/13417716-the-last-poem,,
,NB306FY,Paperback,Queen Of Shadows (Throne Of Glass # 4),Sarah J. Maas,Fantasy,https://www.goodreads.com/book/show/18006496-queen-of-shadows?ac=1&from_search=true,,
,NB307FY,Paperback,Empire Of Storms (Throne Of Glass # 5),Sarah J. Maas,Fantasy,https://www.goodreads.com/book/show/28260587-empire-of-storms?ac=1&from_search=true,,
